,close,open,itau_pn,pib_per_capta,vale,sp500,nikkei,selic
2001-03-01,16417.0,15891.0,2.9060769081115723,7467.03,4.166666030883789,1241.22998046875,12681.66015625,15.25
2001-03-02,16581.0,16423.0,2.996814012527466,7467.03,4.183332920074463,1234.1800537109375,12261.7998046875,15.25
2001-03-05,16537.0,16620.0,2.9638640880584717,7467.03,4.165832996368408,1241.4100341796875,12322.16015625,15.25
2001-03-06,16324.0,16573.0,3.013537883758545,7467.03,4.166666030883789,1253.800048828125,12687.740234375,15.25
2001-03-07,16395.0,16329.0,3.038374900817871,7467.03,4.183332920074463,1261.8900146484375,12723.8896484375,15.25
2001-03-08,16227.0,16401.0,3.0466530323028564,7467.03,3.916666030883789,1264.739990234375,12650.5595703125,15.25
2001-03-09,16123.0,16233.0,2.980422019958496,7467.03,4.0,1233.4200439453125,12627.900390625,15.25
2001-03-12,15527.0,16125.0,2.84464693069458,7467.03,3.9583330154418945,1180.1600341796875,12171.3701171875,15.25
2001-03-13,15584.0,15536.0,2.7982850074768066,7467.03,4.0,1197.6600341796875,11819.7001953125,15.25
2001-03-14,15245.0,15583.0,2.7982850074768066,7467.03,4.0,1166.7099609375,11843.58984375,15.25
2001-03-15,15061.0,15252.0,2.665158987045288,7467.03,4.004166126251221,1173.56005859375,12152.830078125,15.25
2001-03-16,15237.0,15076.0,2.6490979194641113,7467.03,4.0,1150.530029296875,12232.98046875,15.25
2001-03-19,14836.0,15249.0,2.616147994995117,7467.03,3.918333053588867,1170.81005859375,12190.9697265625,15.25
2001-03-20,14903.0,14854.0,2.73205304145813,7467.03,4.0833330154418945,1122.1400146484375,13103.9404296875,15.25
2001-03-21,14853.0,14914.0,2.7817270755767822,7467.03,4.0833330154418945,1122.1400146484375,13103.9404296875,15.25
2001-03-22,14067.0,14847.0,2.6327059268951416,7467.03,4.0,1117.5799560546875,12853.9697265625,15.75
2001-03-23,14435.0,14070.0,2.7486109733581543,7467.03,4.0,1139.8299560546875,13214.5400390625,15.75
2001-03-26,14712.0,14443.0,2.8562378883361816,7467.03,4.0833330154418945,1152.68994140625,13862.3095703125,15.75
2001-03-27,14835.0,14733.0,2.8810739517211914,7467.03,4.084166049957275,1182.1700439453125,13638.330078125,15.75
2001-03-28,14632.0,14846.0,2.847959041595459,7467.03,4.0833330154418945,1153.2900390625,13765.509765625,15.75
2001-03-29,14282.0,14647.0,2.8396799564361572,7467.03,4.116665840148926,1147.949951171875,13072.3603515625,15.75
2001-03-30,14438.0,14292.0,2.781893014907837,7467.03,4.125,1160.3299560546875,12999.7001953125,15.75
2001-04-02,13981.0,14441.0,2.642806053161621,7467.03,4.041666030883789,1145.8699951171875,12937.8603515625,15.75
2001-04-03,13737.0,13988.0,2.5830318927764893,7467.03,3.875,1106.4599609375,13124.4697265625,15.75
2001-04-04,13855.0,13740.0,2.72360897064209,7467.03,3.916666030883789,1103.25,13242.7802734375,15.75
2001-04-05,14443.0,13865.0,2.8655099868774414,7467.03,4.041666030883789,1151.43994140625,13381.3798828125,15.75
2001-04-06,14485.0,14428.0,2.7403318881988525,7467.03,4.0,1128.4300537109375,13383.759765625,15.75
2001-04-09,14719.0,14489.0,2.6989378929138184,7467.03,3.9991660118103027,1137.5899658203125,12841.759765625,15.75
2001-04-10,15048.0,14725.0,2.8065640926361084,7467.03,3.9991660118103027,1168.3800048828125,12620.26953125,15.75
2001-04-11,14819.0,15057.0,2.7986159324645996,7467.03,4.0,1165.8900146484375,13174.9296875,15.75
2001-04-12,14969.0,14811.0,2.897631883621216,7467.03,4.0,1183.5,13352.4404296875,15.75
2001-04-16,14445.0,14974.0,2.8314011096954346,7467.03,4.0,1179.6800537109375,13254.8896484375,15.75
2001-04-17,14337.0,14443.0,2.782555103302002,7467.03,4.025000095367432,1191.81005859375,13067.08984375,15.75
2001-04-18,14955.0,14345.0,2.8181540966033936,7467.03,3.991666078567505,1238.1600341796875,13641.7900390625,15.75
2001-04-19,14431.0,14956.0,2.73205304145813,7467.03,3.983333110809326,1253.68994140625,13868.2802734375,16.25
2001-04-20,13696.0,14408.0,2.5830318927764893,7467.03,3.9991660118103027,1242.97998046875,13765.669921875,16.25
2001-04-23,13893.0,13734.0,2.5833630561828613,7467.03,4.041666030883789,1224.3599853515625,13715.599609375,16.25
2001-04-24,14068.0,13894.0,2.6658220291137695,7467.03,4.040832996368408,1209.469970703125,13743.1796875,16.25
2001-04-25,14163.0,14062.0,2.6409850120544434,7467.03,4.033332824707031,1228.75,13827.5,16.25
2001-04-26,14757.0,14204.0,2.73205304145813,7467.03,4.041666030883789,1234.52001953125,13973.0302734375,16.25
2001-04-27,14928.0,14752.0,2.8810739517211914,7467.03,4.041666030883789,1253.050048828125,13934.3203125,16.25
2001-04-30,14918.0,14944.0,2.9307479858398438,7467.03,4.041666030883789,1267.4300537109375,14421.6396484375,16.25
2001-05-02,14897.0,14877.0,2.9307479858398438,7467.03,4.041666030883789,1267.4300537109375,14421.6396484375,16.25
2001-05-03,15142.0,14906.0,3.0118820667266846,7467.03,4.041666030883789,1263.510009765625,14529.41015625,16.25
2001-05-04,15093.0,15142.0,3.0466530323028564,7467.03,4.0833330154418945,1263.510009765625,14529.41015625,16.25
2001-05-07,14875.0,15103.0,3.0300960540771484,7467.03,4.0833330154418945,1263.510009765625,14529.41015625,16.25
2001-05-08,14747.0,14861.0,2.9307479858398438,7467.03,4.016665935516357,1261.199951171875,14289.0498046875,16.25
2001-05-09,14779.0,14717.0,2.9307479858398438,7467.03,4.016665935516357,1255.5400390625,14084.849609375,16.25
2001-05-10,14993.0,14796.0,2.9969799518585205,7467.03,4.291666030883789,1255.1800537109375,14017.7900390625,16.25
2001-05-11,14493.0,15012.0,2.9141900539398193,7467.03,4.166666030883789,1245.6700439453125,14043.919921875,16.25
2001-05-14,14237.0,14499.0,2.847959041595459,7467.03,4.275000095367432,1248.9200439453125,13873.01953125,16.25
2001-05-15,14226.0,14141.0,2.873457908630371,7467.03,4.25,1249.43994140625,14054.0302734375,16.25
2001-05-16,14714.0,14256.0,3.112884998321533,7467.03,4.2083330154418945,1284.989990234375,13694.26953125,16.25
2001-05-17,14794.0,14727.0,3.1948471069335938,7467.03,4.2083330154418945,1288.489990234375,13910.669921875,16.25
2001-05-18,14884.0,14848.0,3.0304269790649414,7467.03,4.191666126251221,1291.9599609375,13877.76953125,16.25
2001-05-21,15128.0,14871.0,3.013537883758545,7467.03,4.191666126251221,1312.8299560546875,14176.830078125,16.25
2001-05-22,14829.0,15142.0,3.0057549476623535,7467.03,4.241665840148926,1309.3800048828125,14091.1904296875,16.25
2001-05-23,14692.0,14829.0,3.1458349227905273,7467.03,4.220832824707031,1289.050048828125,14067.7001953125,16.25
2001-05-24,14523.0,14694.0,3.112884998321533,7467.03,4.3333330154418945,1293.1700439453125,13895.7900390625,16.75
2001-05-25,14310.0,14523.0,3.154279947280884,7467.03,4.291666030883789,1277.8900146484375,13765.919921875,16.75
2001-05-28,14302.0,14328.0,3.112884998321533,7467.03,4.324999809265137,1267.9300537109375,13773.8896484375,16.75
2001-05-29,14454.0,14302.0,3.2122321128845215,7467.03,4.3333330154418945,1267.9300537109375,13773.8896484375,16.75
2001-05-30,14489.0,14459.0,3.2122321128845215,7467.03,4.3333330154418945,1248.0799560546875,13493.349609375,16.75
2001-05-31,14650.0,14514.0,3.1625590324401855,7467.03,4.3125,1255.8199462890625,13262.1396484375,16.75
2001-06-01,14792.0,14654.0,3.146001100540161,7467.03,4.3333330154418945,1260.6700439453125,13261.83984375,16.75
2001-06-04,15104.0,14798.0,3.2122321128845215,7467.03,4.3333330154418945,1267.1099853515625,13312.349609375,16.75
2001-06-05,15395.0,15107.0,3.228790044784546,7467.03,4.416666030883789,1283.5699462890625,13182.0,16.75
2001-06-06,15329.0,15393.0,3.311579942703247,7467.03,4.4583330154418945,1270.030029296875,13174.83984375,16.75
2001-06-07,15464.0,15319.0,3.3114140033721924,7467.03,4.416666030883789,1276.9599609375,13277.509765625,16.75
2001-06-08,15366.0,15469.0,3.18756103515625,7467.03,4.416666030883789,1264.9599609375,13430.2197265625,16.75
2001-06-11,15224.0,15291.0,3.154279947280884,7467.03,4.416666030883789,1254.3900146484375,13226.48046875,16.75
2001-06-12,15173.0,15238.0,3.162724018096924,7467.03,4.416666030883789,1255.8499755859375,12840.099609375,16.75
2001-06-13,15403.0,15175.0,3.220345973968506,7467.03,4.474999904632568,1241.5999755859375,12823.4501953125,16.75
2001-06-15,14985.0,15386.0,3.1478219032287598,7467.03,4.416666030883789,1214.3599853515625,12790.3798828125,16.75
2001-06-18,14355.0,14982.0,3.0959959030151367,7467.03,4.291666030883789,1208.4300537109375,12697.7900390625,16.75
2001-06-19,14401.0,14375.0,2.996814012527466,7467.03,4.25,1212.5799560546875,12574.259765625,16.75
2001-06-20,14571.0,14396.0,3.0961620807647705,7467.03,4.25,1223.1400146484375,12674.6396484375,16.75
2001-06-21,14823.0,14534.0,3.203953981399536,7467.03,4.241665840148926,1237.0400390625,12962.4296875,18.25
2001-06-22,14682.0,14870.0,3.253627061843872,7467.03,4.367499828338623,1225.3499755859375,13044.6103515625,18.25
2001-06-25,14540.0,14682.0,3.3033010959625244,7467.03,4.283332824707031,1218.5999755859375,12896.4697265625,18.25
2001-06-26,14460.0,14521.0,3.17911696434021,7467.03,4.245832920074463,1216.760009765625,12978.8203125,18.25
2001-06-27,14308.0,14477.0,3.1377220153808594,7467.03,4.248332977294922,1211.0699462890625,12828.98046875,18.25
2001-06-28,14391.0,14321.0,3.2122321128845215,7467.03,4.2083330154418945,1226.199951171875,12679.8798828125,18.25
2001-06-29,14560.0,14412.0,3.344696044921875,7467.03,4.416666030883789,1224.3800048828125,12969.0498046875,18.25
2001-07-02,14555.0,14579.0,3.3033010959625244,7467.03,4.516665935516357,1236.719970703125,12751.1796875,18.25
2001-07-03,14353.0,14561.0,3.17911696434021,7467.03,4.266665935516357,1234.449951171875,12817.41015625,18.25
2001-07-04,14056.0,14352.0,3.17911696434021,7467.03,4.266665935516357,1219.239990234375,12607.2998046875,18.25
2001-07-05,14048.0,14084.0,2.9969799518585205,7467.03,4.416666030883789,1219.239990234375,12607.2998046875,18.25
2001-07-06,13907.0,14030.0,3.0218169689178467,7467.03,4.498332977294922,1190.5899658203125,12306.080078125,18.25
2001-07-10,13570.0,13930.0,2.95558500289917,7467.03,4.5,1181.52001953125,12300.41015625,18.25
2001-07-11,13812.0,13508.0,2.9969799518585205,7467.03,4.416666030883789,1180.1800537109375,12005.1103515625,18.25
2001-07-12,13916.0,13812.0,3.1625590324401855,7467.03,4.416666030883789,1208.1400146484375,12407.9501953125,18.25
2001-07-13,14078.0,13907.0,3.18756103515625,7467.03,4.3333330154418945,1215.6800537109375,12355.150390625,18.25
2001-07-16,13811.0,14081.0,3.088047981262207,7467.03,4.266665935516357,1202.449951171875,12343.3701171875,18.25
2001-07-17,14169.0,13813.0,3.112884998321533,7467.03,4.25,1214.43994140625,12128.5703125,18.25
2001-07-18,13791.0,14171.0,3.054932117462158,7467.03,4.25,1207.7099609375,11892.580078125,19.0
2001-07-19,13762.0,13795.0,3.112884998321533,7467.03,4.216666221618652,1215.02001953125,11908.3896484375,19.0
2001-07-20,14092.0,13766.0,3.1625590324401855,7467.03,4.291666030883789,1191.030029296875,11609.6298828125,19.0
2001-07-23,14068.0,14108.0,3.1296091079711914,7467.03,4.366665840148926,1191.030029296875,11609.6298828125,19.0
2001-07-24,13738.0,14049.0,3.1112289428710938,7467.03,4.233333110809326,1171.6500244140625,11883.25,19.0
2001-07-25,13956.0,13738.0,3.129276990890503,7467.03,4.375,1190.489990234375,11891.6103515625,19.0
2001-07-26,13810.0,13963.0,3.063210964202881,7467.03,4.375,1202.9300537109375,11858.5595703125,19.0
2001-07-27,13910.0,13825.0,3.1461660861968994,7467.03,4.349999904632568,1205.8199462890625,11798.080078125,19.0
2001-07-30,13704.0,13948.0,3.1708381175994873,7467.03,4.291666030883789,1204.52001953125,11579.26953125,19.0
2001-07-31,13754.0,13703.0,3.226969003677368,7467.03,4.400000095367432,1211.22998046875,11860.76953125,19.0
2001-08-01,13743.0,13757.0,3.169182062149048,7467.03,4.3333330154418945,1215.9300537109375,11959.330078125,19.0
2001-08-02,13823.0,13746.0,3.0630459785461426,7467.03,4.3333330154418945,1220.75,12399.2001953125,19.0
2001-08-03,13838.0,13840.0,3.0716559886932373,7467.03,4.349999904632568,1214.3499755859375,12241.9697265625,19.0
2001-08-06,14047.0,13856.0,3.212066888809204,7467.03,4.349999904632568,1200.47998046875,12243.900390625,19.0
2001-08-07,14036.0,14049.0,3.226969003677368,7467.03,4.3333330154418945,1204.4000244140625,12319.4599609375,19.0
2001-08-08,13919.0,14036.0,3.2619059085845947,7467.03,4.349999904632568,1183.530029296875,12163.669921875,19.0
2001-08-09,13834.0,13921.0,3.2701849937438965,7467.03,4.3333330154418945,1183.4300537109375,11754.5595703125,19.0
2001-08-10,13915.0,13836.0,3.228790044784546,7467.03,4.416666030883789,1190.1600341796875,11735.0595703125,19.0
2001-08-13,13771.0,13914.0,3.146001100540161,7467.03,4.375,1191.2900390625,11477.5595703125,19.0
2001-08-14,13829.0,13770.0,3.1625590324401855,7467.03,4.416666030883789,1186.72998046875,11917.9501953125,19.0
2001-08-15,13659.0,13834.0,3.154279947280884,7467.03,4.383333206176758,1178.02001953125,11755.400390625,19.0
2001-08-16,13509.0,13686.0,3.1327550411224365,7467.03,4.3308329582214355,1181.6600341796875,11515.01953125,19.0
2001-08-17,13044.0,13507.0,3.013537883758545,7467.03,4.3333330154418945,1161.969970703125,11445.5400390625,19.0
2001-08-20,13115.0,13044.0,2.9638640880584717,7467.03,4.324999809265137,1171.4100341796875,11257.9404296875,19.0
2001-08-21,12892.0,13122.0,2.9802560806274414,7467.03,4.299166202545166,1157.260009765625,11280.3798828125,19.0
2001-08-22,12952.0,12907.0,3.0052590370178223,7467.03,4.266665935516357,1165.31005859375,11396.4296875,19.0
2001-08-23,12751.0,12961.0,2.9641950130462646,7467.03,4.267499923706055,1162.0899658203125,11126.919921875,19.0
2001-08-24,13001.0,12749.0,2.9646921157836914,7467.03,4.266665935516357,1184.9300537109375,11166.3095703125,19.0
2001-08-27,12996.0,13000.0,2.9638640880584717,7467.03,4.266665935516357,1179.2099609375,11275.009765625,19.0
2001-08-28,13018.0,13005.0,2.9721429347991943,7467.03,4.291666030883789,1161.510009765625,11189.400390625,19.0
2001-08-29,13077.0,13040.0,3.001781940460205,7467.03,4.291666030883789,1148.56005859375,10979.759765625,19.0
2001-08-30,12892.0,13074.0,2.9305830001831055,7467.03,4.291666030883789,1129.030029296875,10938.4501953125,19.0
2001-08-31,12841.0,12906.0,2.9067389965057373,7467.03,4.275000095367432,1133.5799560546875,10713.509765625,19.0
2001-09-03,12800.0,12849.0,2.8477931022644043,7467.03,4.209166049957275,1132.93994140625,10772.58984375,19.0
2001-09-04,12767.0,12812.0,2.8645169734954834,7467.03,4.25,1132.93994140625,10772.58984375,19.0
2001-09-05,12591.0,12767.0,2.8645169734954834,7467.03,4.366665840148926,1131.739990234375,10598.7900390625,19.0
2001-09-06,12255.0,12594.0,2.8325600624084473,7467.03,4.271666049957275,1106.4000244140625,10650.330078125,19.0
2001-09-10,11922.0,12238.0,2.7651689052581787,7467.03,4.375,1092.5400390625,10195.6904296875,19.0
2001-09-12,11113.0,10773.0,2.6658220291137695,7467.03,4.116665840148926,1038.77001953125,9504.41015625,19.0
2001-09-13,10306.0,11127.0,2.491964101791382,7467.03,3.9749999046325684,1038.77001953125,9504.41015625,19.0
2001-09-14,10034.0,10262.0,2.407517910003662,7467.03,3.924999952316284,1038.77001953125,9504.41015625,19.0
2001-09-17,10550.0,10032.0,2.543292999267578,7467.03,4.166666030883789,1038.77001953125,9504.41015625,19.0
2001-09-18,10554.0,10543.0,2.6658220291137695,7467.03,4.266665935516357,1032.739990234375,9679.8798828125,19.0
2001-09-19,10745.0,10560.0,2.7651689052581787,7467.03,4.266665935516357,1016.0999755859375,9939.599609375,19.0
2001-09-20,10543.0,10719.0,2.6509199142456055,7467.03,4.308332920074463,984.5399780273438,9785.16015625,19.0
2001-09-21,10419.0,10493.0,2.5924699306488037,7467.03,4.275000095367432,965.7999877929688,9554.990234375,19.0
2001-09-24,10533.0,10453.0,2.5924699306488037,7467.03,4.275000095367432,1012.27001953125,9693.9697265625,19.0
2001-09-25,10229.0,10539.0,2.6989378929138184,7467.03,4.324999809265137,1012.27001953125,9693.9697265625,19.0
2001-09-26,10006.0,10227.0,2.6741011142730713,7467.03,4.324999809265137,1007.0399780273438,9641.7001953125,19.0
2001-09-27,10405.0,9996.0,2.6741011142730713,7467.03,4.324999809265137,1018.6099853515625,9696.5302734375,19.0
2001-09-28,10636.0,10412.0,2.814842939376831,7467.03,4.2083330154418945,1040.93994140625,9774.6796875,19.0
2001-10-01,10501.0,10633.0,2.7154951095581055,7467.03,4.25,1038.550048828125,9972.2802734375,19.0
2001-10-02,10351.0,10492.0,2.624427080154419,7467.03,4.300000190734863,1051.3299560546875,10136.5595703125,19.0
2001-10-03,10233.0,10356.0,2.6078689098358154,7467.03,4.279166221618652,1072.280029296875,9924.23046875,19.0
2001-10-04,10062.0,10241.0,2.629394054412842,7467.03,4.241665840148926,1069.6300048828125,10205.48046875,19.0
2001-10-05,10197.0,10068.0,2.591310977935791,7467.03,4.31583309173584,1071.3800048828125,10205.8701171875,19.0
2001-10-08,10095.0,10120.0,2.6144919395446777,7467.03,4.31583309173584,1056.75,10011.76953125,19.0
2001-10-09,10284.0,10109.0,2.624427080154419,7467.03,4.291666030883789,1056.75,10011.76953125,19.0
2001-10-10,10462.0,10284.0,2.616147994995117,7467.03,4.316666126251221,1080.989990234375,9964.8798828125,19.0
2001-10-11,10785.0,10462.0,2.756890058517456,7467.03,4.324999809265137,1097.4300537109375,10347.009765625,19.0
2001-10-15,11329.0,10775.0,2.7808990478515625,7467.03,4.375,1089.97998046875,10452.5400390625,19.0
2001-10-16,11258.0,11326.0,2.8314011096954346,7467.03,4.375,1097.5400390625,10637.8203125,19.0
2001-10-17,11271.0,11287.0,2.8396799564361572,7467.03,4.4583330154418945,1077.0899658203125,10755.4501953125,19.0
2001-10-18,10995.0,11260.0,2.847959041595459,7467.03,4.5,1068.6099853515625,10474.849609375,19.0
2001-10-19,11332.0,11003.0,2.8481240272521973,7467.03,4.4583330154418945,1073.47998046875,10538.7900390625,19.0
2001-10-22,11700.0,11343.0,2.915846109390259,7467.03,4.483333110809326,1089.9000244140625,10565.41015625,19.0
2001-10-23,11613.0,11699.0,2.9638640880584717,7467.03,4.4583330154418945,1084.780029296875,10861.5595703125,19.0
2001-10-24,11468.0,11611.0,2.922468900680542,7467.03,4.375,1085.199951171875,10802.150390625,19.0
2001-10-25,11724.0,11459.0,2.9266090393066406,7467.03,4.416666030883789,1100.0899658203125,10880.099609375,19.0
2001-10-26,11781.0,11725.0,2.95558500289917,7467.03,4.416666030883789,1104.6099853515625,10795.16015625,19.0
2001-10-29,11377.0,11784.0,2.8168299198150635,7467.03,4.3333330154418945,1078.300048828125,10612.3095703125,19.0
2001-10-30,11024.0,11334.0,2.7651689052581787,7467.03,4.332499980926514,1059.7900390625,10512.8203125,19.0
2001-10-31,11365.0,11057.0,2.8396799564361572,7467.03,4.415832996368408,1059.780029296875,10366.33984375,19.0
2001-11-01,11388.0,11362.0,2.8727951049804688,7467.03,4.416666030883789,1084.0999755859375,10347.2802734375,19.0
2001-11-05,12165.0,11389.0,2.9489619731903076,7467.03,4.442500114440918,1102.8399658203125,10447.5400390625,19.0
2001-11-06,12416.0,12154.0,3.0714900493621826,7467.03,4.316666126251221,1118.8599853515625,10633.7197265625,19.0
2001-11-07,12616.0,12405.0,3.0300960540771484,7467.03,4.258333206176758,1115.800048828125,10284.98046875,19.0
2001-11-08,12554.0,12633.0,2.947305917739868,7467.03,4.25,1118.5400390625,10431.7900390625,19.0
2001-11-09,12731.0,12542.0,3.0300960540771484,7467.03,4.224999904632568,1120.31005859375,10215.7099609375,19.0
2001-11-12,12567.0,12729.0,2.9721429347991943,7467.03,4.166666030883789,1118.3299560546875,10081.5595703125,19.0
2001-11-13,12918.0,12591.0,3.017677068710327,7467.03,4.300000190734863,1139.0899658203125,10030.5595703125,19.0
2001-11-14,12826.0,12928.0,3.038374900817871,7467.03,4.25,1141.2099609375,10086.759765625,19.0
2001-11-16,12883.0,12838.0,3.054932117462158,7467.03,4.357500076293945,1138.6500244140625,10649.08984375,19.0
2001-11-19,12987.0,12906.0,3.082750082015991,7467.03,4.375,1151.06005859375,10727.9404296875,19.0
2001-11-20,12638.0,12992.0,3.0466530323028564,7467.03,4.3333330154418945,1142.6600341796875,10575.6201171875,19.0
2001-11-21,12794.0,12646.0,3.063210964202881,7467.03,4.375,1137.030029296875,10661.080078125,19.0
2001-11-22,13019.0,12794.0,3.088047981262207,7467.03,4.258333206176758,1157.4200439453125,11064.2998046875,19.0
2001-11-23,13424.0,13037.0,3.121164083480835,7467.03,4.058332920074463,1157.4200439453125,11064.2998046875,19.0
2001-11-26,13760.0,13443.0,3.1294429302215576,7467.03,4.045833110809326,1157.4200439453125,11064.2998046875,19.0
2001-11-27,13603.0,13771.0,3.1112289428710938,7467.03,4.041666030883789,1149.5,10948.8896484375,19.0
2001-11-28,13019.0,13553.0,2.995323896408081,7467.03,4.025000095367432,1128.52001953125,10624.8095703125,19.0
2001-11-29,12736.0,13019.0,2.8860421180725098,7467.03,3.9458329677581787,1140.199951171875,10655.9599609375,19.0
2001-11-30,12932.0,12744.0,2.9141900539398193,7467.03,4.125,1139.449951171875,10697.4404296875,19.0
2001-12-03,13336.0,12914.0,2.980422019958496,7467.03,4.183332920074463,1129.9000244140625,10370.6201171875,19.0
2001-12-04,13147.0,13374.0,2.8810739517211914,7467.03,4.243332862854004,1144.800048828125,10452.650390625,19.0
2001-12-05,13382.0,13186.0,2.9307479858398438,7467.03,4.204165935516357,1170.3499755859375,10713.8095703125,19.0
2001-12-06,13539.0,13382.0,2.9307479858398438,7467.03,4.150000095367432,1167.0999755859375,10857.2802734375,19.0
2001-12-07,13299.0,13565.0,2.9390270709991455,7467.03,4.0833330154418945,1158.31005859375,10796.8896484375,19.0
2001-12-10,13446.0,13299.0,2.864185094833374,7467.03,4.125,1139.9300537109375,10571.009765625,19.0
2001-12-11,13348.0,13455.0,2.922468900680542,7467.03,4.133333206176758,1136.760009765625,10473.91015625,19.0
2001-12-12,13563.0,13350.0,2.914355993270874,7467.03,4.125,1137.0699462890625,10801.51953125,19.0
2001-12-13,13148.0,13577.0,2.884552001953125,7467.03,3.987499952316284,1119.3800048828125,10433.4501953125,19.0
2001-12-14,12959.0,13129.0,2.889353036880493,7467.03,4.025000095367432,1123.0899658203125,10511.650390625,19.0
2001-12-17,12912.0,12965.0,2.8810739517211914,7467.03,4.125,1134.3599853515625,10323.349609375,19.0
2001-12-18,13397.0,12935.0,2.922468900680542,7467.03,4.291666030883789,1142.9200439453125,10432.169921875,19.0
2001-12-19,13290.0,13405.0,2.8810739517211914,7467.03,4.191666126251221,1149.56005859375,10471.9296875,19.0
